POLICY_ID,SUBSCRIPTION_LENGTH,REGION_CODE,SEGMENT
POL010668,6.5,C3,A
POL016284,10.9,C5,B2
POL024007,10.6,C19,C2
POL024036,0.9,C10,B2
POL037513,7.7,C16,A
POL006962,10.1,C8,B2
POL050101,11,C8,A
POL043100,3.5,C3,B1
POL050832,7.8,C7,C2
POL038704,4.7,C2,B1
POL025993,5.9,C3,A
POL042875,0.5,C9,A
POL048003,4,C9,A
POL031333,3.8,C17,B1
POL049202,11.2,C8,C2
POL053956,7.6,C8,C2
POL031429,0.3,C8,B1
POL013164,1.4,C9,A
POL054052,0.2,C8,B2
POL022204,7.9,C5,B2
POL021884,5.1,C12,C2
POL024888,11.3,C8,C2
POL047722,10.1,C2,C2
POL052158,4.2,C8,C1
POL034713,5.9,C3,B2
POL045080,0.6,C3,A
POL052719,5.9,C2,C2
POL045764,11.4,C8,B2
POL042411,5.9,C8,C2
POL001417,1,C10,A
POL013504,10.5,C2,A
POL002638,0.5,C8,B2
POL008091,5.4,C1,A
POL028851,12.1,C8,C1
POL036398,1.1,C4,B1
POL045612,4,C10,A
POL025560,10.6,C14,B2
POL014120,10.6,C1,B2
POL010861,0.9,C8,B2
POL045529,5.4,C5,C1
POL022841,10.2,C8,C2
POL041785,9.1,C9,B2
POL046715,11.6,C3,C2
POL014551,0.4,C21,A
POL008030,1.2,C3,A
POL012905,1.3,C2,B2
POL035685,5.1,C14,B2
POL021762,3.1,C18,A
POL044239,3.2,C5,A
POL002438,5.1,C8,B1
POL010950,1.4,C2,C2
POL036518,11.5,C8,B2
POL006811,5.1,C16,A
POL048189,9.2,C8,B2
POL035912,0.1,C3,A
POL034752,12.3,C19,B1
POL002367,11,C8,B2
POL000845,0.5,C2,B2
POL010290,11.3,C11,A
POL013735,4.3,C11,C2
POL056640,8.9,C2,B2
POL009344,5,C21,B2
POL037092,12.4,C8,C2
POL053047,11.8,C8,C1
POL024097,0.5,C8,C2
POL054406,9.6,C9,B2
POL014780,11.9,C3,A
POL028559,6.9,C10,B2
POL017048,0.1,C8,C2
POL037417,6.5,C1,A
POL012240,12.3,C8,B2
POL041453,3.4,C2,B2
POL053916,6.4,C1,A
POL010199,0.7,C2,B2
POL024458,9.7,C13,C2
POL028439,10.8,C5,B2
POL036165,3.2,C8,C1
POL057892,10.3,C8,B2
POL040562,6.6,C3,A
POL048430,7.5,C8,B2
POL004927,10.8,C7,B2
POL037151,1,C2,B2
POL024795,0.9,C7,C2
POL018138,1.3,C5,B2
POL029213,0.4,C3,A
POL030664,8.3,C3,A
POL006016,9.3,C2,B2
POL012347,10.7,C8,B2
POL057057,10.1,C8,B2
POL044281,6.1,C3,C2
POL038374,3,C5,C2
POL023263,2.9,C14,B1
POL046652,0.1,C6,C1
POL025060,11.1,C8,C1
POL013968,11.6,C5,B2
POL054933,8.2,C3,A
POL045488,2.7,C10,A
POL042969,12.1,C2,B2
POL001587,6.6,C5,A
POL058311,11.8,C6,B2
POL034898,6.8,C8,B1
POL055367,6.4,C8,B2
POL007725,0.9,C5,C2
POL056277,0.2,C2,B2
POL026997,11.6,C11,B2
POL011415,8.3,C9,B2
POL038250,11.8,C2,B2
POL022680,0.2,C11,A
POL014232,11.6,C14,C2
POL016944,3.1,C8,C1
POL032765,9.6,C8,A
POL045452,1.6,C14,C2
POL003433,0.8,C8,A
POL054499,2.5,C5,C1
POL054985,1.7,C17,B1
POL017993,1.1,C17,A
POL044240,10.7,C8,C2
POL006945,8.1,C3,A
POL037458,2.9,C10,B1
POL018422,2.7,C14,B2
POL030267,4.5,C8,C2
POL010940,6.6,C2,C2
POL016653,3.8,C13,A
POL028311,10.3,C2,A
POL036696,10.2,C8,C2
POL056624,10.7,C13,B1
POL031990,11.4,C2,Utility
POL011176,4.7,C2,A
POL038447,0.9,C8,C1
POL035306,7.8,C10,B2
POL007583,0.1,C19,A
POL015912,5.6,C10,A
POL031239,1.3,C5,A
POL047016,11,C10,B1
POL031334,8.2,C13,C1
POL035231,10.7,C11,B2
POL012479,0.9,C8,C2
POL043980,0.8,C3,C2
POL042737,0.9,C13,C2
POL036787,10.4,C8,B2
POL019135,1.2,C3,A
POL029755,2.4,C17,B2
POL051673,11.7,C6,B2
POL037208,5.6,C10,B1
POL040873,0.4,C11,B2
POL008023,12.5,C12,B1
POL017126,8.5,C3,A
POL025635,0.8,C1,B1
POL035561,7,C12,A
POL048318,0.5,C13,A
POL006386,7.7,C8,C2
POL058144,12.2,C2,B2
POL002075,1.9,C3,A
POL038609,4.8,C8,A
POL052569,6.9,C8,C2
POL023316,4.2,C8,C2
POL005937,11.1,C3,B2
POL023064,2.8,C2,B2
POL015132,2.9,C8,A
POL022429,0.9,C10,B2
POL015815,0.4,C2,A
POL012299,8.4,C10,A
POL007397,8.4,C19,B1
POL008732,6.2,C1,A
POL030681,2.7,C1,C2
POL056341,4.8,C8,A
POL050315,0.9,C9,A
POL040477,4.2,C2,C2
POL022214,12.5,C18,C1
POL027008,11.5,C5,B2
POL055197,0.2,C2,A
POL030727,12,C8,B2
POL016757,12.1,C19,B2
POL042142,9.5,C5,A
POL039700,5.4,C1,B2
POL043850,6.4,C8,B1
POL042388,7.8,C8,C2
POL023567,0.9,C15,B2
POL052623,0.1,C2,A
POL043349,11.3,C14,B2
POL026892,4.1,C5,Utility
POL037249,8.3,C8,C2
POL027961,10.2,C5,B2
POL044069,0.9,C7,C2
POL020081,5.2,C5,B2
POL002997,2.9,C8,C2
POL014916,0.3,C5,A
POL049509,11.3,C5,B2
POL053640,12.2,C3,B2
POL049340,12.4,C13,B2
POL020543,11.2,C8,B2
POL006802,8.6,C5,A
POL046432,0.9,C13,B2
POL010963,10.7,C7,C2
POL022482,10.8,C2,C2
POL041504,0.5,C3,A
POL052182,4.7,C10,C2
POL013565,8.3,C7,B1
POL056339,1,C7,C2
POL006445,0.6,C7,A
POL008935,4.6,C2,C2
POL031040,2.5,C8,B1
POL046220,10.9,C8,C2
POL012204,9.4,C8,B2
POL010843,11.7,C2,A
POL012029,0.8,C11,A
POL055335,8.4,C2,C2
POL024730,1.7,C8,B2
POL000037,7.6,C5,A
POL017310,10.4,C2,B2
POL020804,10.9,C8,A
POL055714,10.8,C7,A
POL037412,2.9,C8,C1
POL031059,10.8,C5,B2
POL005377,11.2,C8,C2
POL007465,0.9,C15,C2
POL024594,4.2,C10,B2
POL002247,10.1,C3,B2
POL057394,5.6,C9,A
POL032268,4.4,C15,C2
POL028283,7.8,C10,C2
POL047727,5.9,C5,B2
POL021347,9.1,C2,B2
POL001958,10.1,C2,B2
POL054329,5.4,C8,A
POL025881,0.2,C2,A
POL010294,11.4,C8,B1
POL048384,11.1,C8,B2
POL038889,7.8,C8,C2
POL048122,0.7,C2,A
POL038137,6.1,C5,A
POL000331,0.9,C3,C2
POL057062,1.2,C8,B1
POL000608,0.8,C14,Utility
POL050402,3.6,C11,B2
POL039035,2.6,C5,A
POL021963,8.8,C12,B2
POL014409,3.3,C3,B2
POL046510,10.2,C8,B2
POL026968,9.1,C8,B2
POL017662,0.3,C3,A
POL036457,11.6,C11,B2
POL055590,2.4,C8,B2
POL003532,11,C2,B1
POL049505,11.2,C5,C2
POL028087,10.4,C13,B2
POL058440,4.9,C13,A
POL058092,8.8,C3,B2
POL028528,0.7,C3,A
POL000552,0.1,C7,A
POL044818,10.9,C14,Utility
POL034169,0.7,C2,B2
POL049090,5.7,C1,A
POL014718,10.8,C6,C1
POL015070,10.4,C5,C2
POL056181,1,C3,B2
POL044469,0.8,C2,C2
POL045409,10.6,C5,B2
POL029934,9.9,C14,C2
POL002336,6.8,C19,C2
POL026475,8,C14,C2
POL050673,2.8,C2,B2
POL047507,12.2,C8,C2
POL055601,10.7,C13,B1
POL035927,1.5,C3,B2
POL002624,9.1,C8,C2
POL033190,7.5,C8,B2
POL024550,10.9,C13,B2
POL022387,12.3,C13,B2
POL041206,1,C5,C2
POL015466,0.9,C10,B2
POL021643,0.8,C5,A
POL020071,0.9,C3,B2
POL047642,10.4,C8,C2
POL017032,1.5,C15,A
POL022770,3,C11,A
POL027210,9.4,C8,B2
POL032784,10.8,C5,B2
POL020881,10.5,C19,C2
POL058453,0.6,C8,B1
POL028784,6,C2,A
POL040522,2.5,C8,A
POL004364,11.5,C8,B2
POL046899,3,C2,C2
POL020896,1.5,C5,B2
POL058148,8.7,C3,A
POL026817,1.3,C5,A
POL027656,6.4,C9,A
POL000268,0.1,C8,B1
POL027125,12.3,C7,B2
POL052556,11.5,C10,A
POL000200,0.9,C5,C1
POL039290,6.7,C8,C1
POL025838,3.4,C21,A
POL043179,8.4,C15,B2
POL020754,10.5,C14,A
POL030268,12,C8,C2
POL014872,0.3,C7,A
POL018426,11.8,C10,A
POL016884,0.8,C1,B2
POL032042,11.6,C13,B1
POL005810,10.7,C10,C1
POL049384,1,C8,B1
POL043945,0.8,C13,C2
POL017238,6,C10,A
POL017195,6.6,C9,B2
POL011981,11.2,C5,C2
POL010635,1.7,C13,B2
POL008038,4.9,C3,A
POL036034,2.6,C13,C1
POL049654,5,C8,C2
POL012724,0.7,C5,B2
POL010650,12.3,C11,A
POL022384,0.9,C9,C2
POL001025,3.6,C9,A
POL045228,9,C19,A
POL002288,1.6,C5,B2
POL026806,0.2,C12,C2
POL026104,7.1,C11,A
POL050351,3.2,C10,A
POL058027,10.7,C2,A
POL026529,0.4,C14,B2
POL009868,5.6,C12,B2
POL045934,4.6,C13,A
POL040516,0.2,C3,A
POL037573,7.9,C2,B2
POL050250,6.2,C8,Utility
POL036687,0.9,C7,C2
POL036041,12.1,C8,B2
POL020106,1,C2,B2
POL031667,1.2,C5,C2
POL031864,7,C13,B2
POL045164,8.1,C8,B1
POL055101,11.2,C8,B2
POL029084,1.3,C2,C2
POL036316,8.8,C10,A
POL044327,1.5,C3,A
POL038872,0.3,C3,C2
POL035242,3.1,C5,C2
POL049403,0.2,C3,A
POL042261,11.7,C8,B1
POL005180,4.2,C16,A
POL053955,2,C2,C2
POL057985,11.8,C3,C2
POL038805,3.3,C8,B2
POL012417,1.1,C17,B2
POL010463,0.3,C5,A
POL048033,11.8,C8,B2
POL031602,11.8,C2,C2
POL026856,4.8,C3,A
POL015674,5.5,C1,B2
POL009697,11.9,C3,C2
POL003382,12.1,C2,B1
POL011028,12,C8,B2
POL051285,12.2,C14,B2
POL052609,10.3,C3,B2
POL000493,3.2,C2,C2
POL043563,12.3,C3,B2
POL033821,9.5,C8,B2
POL026508,9.2,C2,C2
POL014294,1,C3,C2
POL042340,6.6,C2,A
POL043101,7.5,C11,A
POL007846,0.3,C8,C2
POL032261,4.6,C7,B2
POL000390,0.4,C3,C2
POL000231,6.6,C8,C2
POL049483,7.6,C11,C1
POL040104,1.5,C10,C2
POL049381,10.6,C13,C2
POL046484,1,C15,B2
POL056169,6.1,C3,A
POL023007,10.5,C14,C2
POL044200,2.8,C14,B2
POL025651,11.3,C8,B2
POL054606,0.9,C13,B2
POL031949,0.8,C13,B2
POL016943,0.8,C5,B2
POL054715,0.9,C3,A
POL052052,1.9,C7,A
POL013102,4.9,C8,C2
POL044180,12.4,C3,A
POL011166,1.2,C5,A
POL021902,0.9,C5,B2
POL022758,11.1,C5,C2
POL055919,0.7,C10,B1
POL011046,1.4,C5,A
POL036257,2.3,C14,A
POL017902,11.1,C5,A
POL023825,4.6,C14,C2
POL045636,11.8,C13,B1
POL048585,4.5,C5,A
POL020152,11.1,C12,B2
POL036025,6.4,C9,A
POL016718,7.9,C9,B2
POL004541,2,C8,A
POL043715,8.9,C7,B2
POL023583,11.8,C3,C2
POL035451,8.4,C6,C2
POL010503,8.4,C12,B1
POL058575,2.8,C13,C2
POL052981,2,C18,A
POL042438,10.2,C8,B2
POL056673,1.4,C8,C2
POL004523,5.4,C10,B1
POL031718,10.7,C8,B2
POL056376,2.4,C2,B1
POL033080,2.4,C1,B2
POL015631,1.6,C13,A
POL055804,1.1,C8,B2
POL021331,2.8,C13,C2
POL034114,5.3,C15,C1
POL053346,6.8,C8,C2
POL055734,3.5,C8,C1
POL002498,3.8,C8,B2
POL025562,8.9,C8,C2
POL018441,3.6,C8,B2
POL034306,3.2,C6,A
POL044352,10.9,C13,B2
POL001946,3.3,C3,A
POL022814,4.2,C10,B2
POL041028,2.8,C14,B2
POL016804,5.4,C3,A
POL007000,1,C3,C2
POL007399,9.5,C8,B2
POL031053,1.4,C19,B2
POL052079,11.5,C8,B2
POL055847,12.2,C10,B2
POL023293,1.6,C8,B2
POL043645,2.7,C1,B2
POL032541,12,C3,B2
POL031695,11.5,C13,C1
POL015097,10.3,C8,B1
POL047922,1.4,C2,A
POL000414,9.2,C5,A
POL044466,1,C1,B2
POL019883,3,C6,A
POL011760,0.9,C9,C2
POL033157,11.2,C8,C2
POL013380,11.1,C5,C2
POL041733,6.1,C14,A
POL030772,10.9,C2,C2
POL020578,10.7,C8,B2
POL020736,3.7,C1,A
POL052741,9.7,C3,A
POL051270,12.3,C8,B2
POL030583,1.2,C12,A
POL055226,9.9,C5,C2
POL000621,0.9,C10,B2
POL038660,7.1,C8,C2
POL028467,1.8,C8,B2
POL005118,2.2,C8,C2
POL001294,12.2,C7,B2
POL033077,0.8,C2,C2
POL044704,0.8,C4,C2
POL001934,2.3,C8,C2
POL010293,3.1,C13,C2
POL046994,3.5,C12,A
POL016590,1.5,C5,A
POL044822,10.7,C8,B2
POL005405,8.2,C5,B2
POL005391,2.8,C1,B2
POL050779,7.9,C2,A
POL014847,0.8,C2,B2
POL011429,12.3,C8,C2
POL019632,6.8,C19,B2
POL034758,6,C10,C2
POL033059,8.5,C1,Utility
POL003045,0.8,C2,C1
POL048176,4.7,C5,A
POL025757,3.3,C8,B2
POL017707,6.5,C5,C2
POL017103,11.7,C11,C2
POL022547,0.9,C9,C1
POL032732,0.9,C8,C2
POL033778,6.7,C2,B2
POL029357,1.4,C2,A
POL012713,1.2,C3,C2
POL032598,11.7,C3,C1
POL012896,7.6,C2,A
POL048572,0.6,C4,C1
POL019621,6.6,C7,C2
POL031259,5.1,C8,A
POL033074,11.6,C12,C2
POL022672,6.5,C3,C1
POL029436,6.3,C8,C2
POL002490,1.5,C7,A
POL056813,10.9,C3,A
POL022392,2.8,C5,C1
POL003735,0.3,C10,A
POL046682,10.4,C8,C2
POL054269,0,C8,C2
POL000430,12.2,C8,C2
POL009764,8.3,C1,A
POL031735,10,C8,B2
POL028431,9.8,C15,A
POL045595,6.6,C7,C2
POL012963,5.5,C9,C2
POL044192,6.9,C13,C1
POL041214,2.3,C10,A
POL005742,5.4,C9,B2
POL021903,7.6,C10,A
POL011026,10.4,C13,C1
POL028361,10.9,C8,C2
POL029767,11.7,C8,Utility
POL015959,0.7,C3,B2
POL022461,0.2,C7,B1
POL007535,0.4,C13,C2
POL048906,5.7,C10,C2
POL016434,1,C8,B1
POL045539,3.5,C3,A
POL004644,5.8,C8,Utility
POL040414,10.4,C14,C2
POL046441,11.9,C5,C2
POL004681,1,C7,C2
POL000792,6.3,C8,B2
POL014205,5.6,C14,B2
POL011525,0.4,C10,A
POL009276,10.3,C12,B2
POL048157,12.2,C14,B2
POL031744,11.4,C12,C2
POL011304,12.4,C10,C1
POL046552,9.6,C16,B1
POL015919,10,C12,B1
POL032406,11.5,C8,B2
POL046287,4,C8,B1
POL033611,11.4,C8,C2
POL057753,0.7,C2,A
POL046330,0.4,C5,B1
POL054007,10.3,C3,A
POL014452,12.3,C13,B2
POL007545,0.7,C8,A
POL051825,6.5,C3,A
POL039509,1,C2,Utility
POL043686,1.1,C3,A
POL012977,0.3,C12,B1
POL042628,2.2,C21,A
POL003853,11.4,C13,C2
POL035731,0.5,C8,C1
POL055035,3.3,C8,C2
POL053654,10.7,C9,B2
POL038470,11,C8,Utility
POL000992,11.2,C8,C2
POL025567,10,C19,B2
POL036277,5.6,C19,A
POL054137,8.4,C8,B2
POL037272,0.9,C10,B2
POL004826,12.3,C8,B2
POL022230,9.1,C13,B2
POL032527,2.8,C13,B2
POL000499,2.4,C9,A
POL009254,0.8,C2,C2
POL035632,10.2,C8,C1
POL016806,2.9,C5,C2
POL016347,7.3,C8,B2
POL000657,0.6,C3,A
POL033373,5.6,C3,A
POL034317,10.8,C8,B2
POL025236,11.5,C8,C2
POL025156,0.1,C5,C2
POL019141,11.3,C8,B2
POL029940,2.1,C3,A
POL023302,3,C3,A
POL042250,10.3,C8,A
POL051785,3.9,C8,C2
POL027158,6.2,C12,B1
POL050305,3.4,C8,C2
POL001494,1.9,C1,A
POL014463,0.3,C8,C1
POL010686,6.4,C8,C2
POL020010,9.6,C18,A
POL041327,10.7,C12,B1
POL029034,0.3,C8,B2
POL000869,11.3,C19,C1
POL011938,11.8,C8,B2
POL042985,2.2,C16,C2
POL041884,11.7,C8,B2
POL011802,4.6,C3,A
POL051615,3.6,C1,B2
POL050691,3,C5,A
POL053606,4.7,C2,A
POL017245,4.8,C8,B1
POL003516,8.1,C2,B2
POL022550,10.7,C14,C2
POL054684,11.8,C10,B2
POL045315,11.2,C14,C2
POL013766,9.2,C13,C2
POL058248,2.5,C5,B2
POL040438,12.4,C13,B2
POL025544,2.4,C8,B2
POL036315,10.1,C3,B2
POL051565,12.3,C8,B2
POL029623,2,C2,C2
POL042043,4.1,C8,C2
POL055828,7.6,C8,B2
POL002349,0.8,C2,B2
POL004958,11.2,C2,C2
POL003230,5.6,C1,C1
POL028765,2.6,C20,A
POL046256,8.8,C8,C2
POL013561,10.8,C8,C2
POL018258,11.6,C8,C2
POL018745,4.1,C17,C2
POL021245,10.1,C13,C2
POL034982,0.3,C1,A
POL002324,3.1,C8,B1
POL044945,10,C2,B2
POL026689,2.2,C2,A
POL055957,3.6,C8,B2
POL018119,2.1,C2,A
POL030100,0.9,C5,C2
POL043301,11.6,C2,B2
POL016209,5.1,C8,B2
POL012087,3,C3,C2
POL011581,10.7,C8,C2
POL011406,5,C8,B2
POL034055,2.8,C8,B2
POL047458,3.9,C8,A
POL042530,11.7,C8,B2
POL050348,0.8,C3,A
POL032485,11.3,C8,C2
POL023999,6.3,C19,B2
POL011430,9.6,C17,A
POL034131,9.9,C3,A
POL000371,0.3,C5,A
POL008402,10.4,C9,B2
POL011240,5.7,C14,B2
POL004463,10.8,C2,B2
POL022264,8.5,C2,C2
POL051506,9.1,C4,C2
POL020213,6,C12,B1
POL049520,12,C8,B1
POL017733,11.1,C8,B2
POL025010,5.4,C2,B2
POL032248,10.6,C8,C2
POL021536,4.2,C3,C2
POL035410,4.3,C3,A
POL048448,0.9,C6,C1
POL012894,3.1,C8,B2
POL006983,2.1,C15,C2
POL005534,6.2,C14,B2
POL032273,3.5,C12,A
POL054030,5,C14,B2
POL040804,7.1,C5,A
POL003350,7.6,C7,B2
POL053573,6,C15,B2
POL022389,8.3,C8,B2
POL015379,6.4,C2,A
POL042192,6,C12,B2
POL056251,0.6,C8,Utility
POL053452,2.4,C3,A
POL057088,7.3,C3,A
POL014874,11,C8,A
POL001559,10.8,C2,B2
POL045092,9.2,C5,C2
POL008444,5.4,C2,C1
POL003728,0.9,C2,B2
POL025600,0.3,C10,A
POL024065,2.3,C3,A
POL006810,8.2,C8,C2
POL040769,5.9,C10,B2
POL003145,11.7,C8,B2
POL049577,10.7,C8,C2
POL001134,10.9,C13,B2
POL001919,10.1,C14,C2
POL023266,8.8,C22,B2
POL051234,11.7,C2,B2
POL043696,5.3,C9,A
POL050452,3,C14,B2
POL000034,5.3,C10,B2
POL034819,11.8,C2,C1
POL025238,10.2,C2,C2
POL006601,1,C5,A
POL001456,0.8,C8,B2
POL017726,11.3,C6,A
POL003457,1.5,C14,C1
POL040921,11,C8,B2
POL037929,1,C10,B1
POL020913,8.5,C8,C2
POL022563,0.8,C10,C2
POL047809,1.4,C5,A
POL026222,0.5,C14,C2
POL000876,5.1,C10,B2
POL038626,1,C4,A
POL048488,1.8,C8,C2
POL005633,2.3,C5,A
POL000873,12.4,C12,B2
POL005439,10.5,C2,C2
POL015014,5.3,C3,A
POL010718,0.5,C8,A
POL004312,12.5,C14,C2
POL037053,7.1,C3,A
POL048371,6,C3,B2
POL016956,0.1,C16,A
POL014839,9,C3,A
POL035798,3.4,C1,A
POL017952,9.5,C11,C2
POL013052,7.9,C3,A
POL021835,12.2,C14,B2
POL056052,9.5,C13,C2
POL050226,5.7,C8,B2
POL036404,4,C2,B2
POL058212,8.8,C9,A
POL039393,11,C2,B2
POL042930,12.5,C8,C2
POL051407,7.3,C5,A
POL031493,11.9,C8,B2
POL007527,0.9,C15,A
POL041377,3.5,C2,C2
POL023330,8.7,C3,C1
POL005732,1,C13,B2
POL009803,0.8,C9,B1
POL054388,0.8,C10,A
POL025378,11.6,C2,B2
POL051472,0.6,C2,Utility
POL032115,10.3,C2,B2
POL015322,2.7,C12,B2
POL002928,10.3,C8,C2
POL040723,0.6,C2,A
POL016710,9.2,C9,A
POL050163,2.8,C8,C1
POL053402,7.7,C10,C2
POL033065,10.8,C8,B2
POL003076,5.9,C3,C1
POL049769,8.4,C17,A
POL042982,5.4,C5,C1
POL002295,10.1,C8,B2
POL031697,8.5,C8,C2
POL036563,4.1,C10,B2
POL048407,6,C5,C2
POL013625,7,C8,C2
POL003092,1.5,C14,A
POL039389,5.2,C9,A
POL048005,3.3,C1,A
POL032526,1.8,C8,C2
POL033875,8,C18,A
POL011375,3.5,C14,A
POL052659,2.6,C8,C2
POL023862,10.6,C9,B2
POL048814,4.3,C8,B2
POL020704,12.4,C8,C2
POL035940,1.6,C9,B2
POL042446,5.5,C8,C2
POL041298,3.9,C13,A
POL002337,0.3,C6,B2
POL058122,2.5,C5,C2
POL006358,1,C2,A
POL028459,2.4,C2,A
POL011489,3.7,C10,A
POL043274,1.8,C1,C2
POL043451,3.2,C5,A
POL037684,12.1,C11,B2
POL055406,11.3,C8,A
POL024579,7.8,C9,A
POL027060,10.7,C14,B2
POL026413,10,C12,B2
POL049926,8.4,C7,A
POL047208,5.9,C2,A
POL034880,9.8,C2,C2
POL028049,0.8,C13,B2
POL041702,1.4,C21,A
POL057691,5.8,C10,C2
POL040649,6.4,C8,C2
POL058437,11.3,C13,A
POL027588,11.1,C8,B2
POL050180,5.7,C10,B2
POL009442,11.2,C2,B2
POL058018,7.9,C2,C2
POL026107,8.6,C13,A
POL011261,11.9,C12,A
POL032271,6.7,C3,A
POL037760,7.5,C13,A
POL017384,10.1,C8,C2
POL058419,6.4,C2,C2
POL052103,2.2,C22,A
POL018597,5.6,C8,A
POL050156,0.9,C7,B2
POL008653,11.3,C3,C2
POL017015,1,C5,B2
POL017326,11.5,C14,C2
POL020794,0.4,C3,A
POL050053,0.8,C9,C2
POL023128,11.5,C8,B2
POL049572,11.8,C14,A
POL056986,6,C13,A
POL035755,1,C10,C2
POL033763,5.8,C2,A
POL048307,1.4,C14,C2
POL035376,11,C13,B2
POL045175,0.7,C3,A
POL016784,6.5,C5,C2
POL030585,4.9,C8,C2
POL035842,9.5,C3,C2
POL032921,1,C9,C2
POL008576,1.7,C6,B1
POL048563,7.4,C10,C1
POL058286,4.3,C5,A
POL057286,12.1,C14,B1
POL042961,11.4,C2,C1
POL020557,5.9,C13,C2
POL028715,5,C9,C2
POL007162,2.3,C5,A
POL053677,10,C16,A
POL002350,11.2,C8,C2
POL017606,1,C13,B1
POL045188,11.5,C3,B2
POL005871,11.9,C7,B2
POL001350,3.4,C6,B1
POL019501,5.1,C5,B2
POL040563,5.2,C5,C2
POL042360,9,C13,A
POL040905,10.3,C2,C1
POL045596,11.3,C8,C2
POL055879,11.4,C4,B1
POL038693,1.9,C3,C2
POL040487,10.9,C8,C2
POL047342,11,C5,C2
POL015414,10.4,C12,B2
POL058321,12,C8,C2
POL031554,5,C2,B2
POL027612,11.2,C8,B2
POL018007,5.6,C5,B2
POL056964,2.7,C5,C2
POL057152,6.7,C3,A
POL012941,10.4,C8,C2
POL054178,11.3,C11,B2
POL056952,11.2,C2,B1
POL043656,1.8,C8,C2
POL037230,0.8,C1,A
POL035595,0.4,C8,B2
POL042414,0.9,C10,C2
POL052367,5.5,C9,A
POL019327,0.5,C16,A
POL043389,10.4,C14,C2
POL052669,10.9,C8,C2
POL034304,4.7,C5,A
POL020725,11.6,C13,B2
POL043527,5,C1,A
POL055861,11.5,C5,B2
POL050261,1.9,C1,A
POL057542,6.7,C8,B2
POL025086,4.7,C10,C1
POL034024,1.2,C10,A
POL019991,10.3,C3,B2
POL000857,12.2,C14,C2
POL005198,1.1,C3,B1
POL003593,11,C13,B2
POL020901,10.9,C2,B2
POL055591,11,C2,C2
POL016730,0.9,C13,B2
POL020687,3.7,C5,A
POL050297,5.1,C16,A
POL007518,10.7,C13,B2
POL004807,12.1,C5,A
POL014696,11,C8,B2
POL056543,4.9,C18,A
POL002001,0.3,C5,A
POL037529,3.7,C10,B1
POL001681,0,C5,C1
POL048809,7.5,C21,B1
POL013758,11.9,C14,C2
POL016417,10.1,C5,A
POL049560,4.7,C5,B2
POL044564,1.4,C5,C2
POL041219,11.3,C8,C2
POL057955,1,C8,C2
POL052673,7.5,C14,B1
POL021157,0.1,C8,C2
POL029722,2.6,C5,A
POL006590,10.9,C3,B2
POL055215,12.3,C14,C1
POL020869,10.6,C16,A
POL026098,2.2,C3,B2
POL044382,5.9,C3,A
POL009866,12.5,C14,C2
POL019827,4.2,C8,C2
POL039189,5,C10,A
POL045032,10.8,C10,A
POL023880,2.6,C8,B2
POL045936,11.6,C2,C2
POL006977,5.6,C8,B2
POL015972,1,C5,B2
POL057578,3,C8,C2
POL053069,0.9,C2,B2
POL014088,0.3,C14,A
POL007716,7.8,C14,C2
POL020326,7.1,C8,C1
POL027779,9.8,C1,B2
POL036403,4.7,C5,A
POL039661,5.7,C15,A
POL014535,2,C2,B2
POL027259,10.3,C12,C2
POL019186,5.3,C3,C2
POL055921,1.3,C3,C2
POL007988,11.2,C2,B2
POL034139,0.1,C3,B2
POL031484,0.1,C2,B2
POL033865,8.8,C3,C2
POL037661,5.4,C2,C2
POL029667,1,C5,A
POL014332,10.7,C11,C2
POL041435,8.3,C8,C2
POL039767,1,C10,B1
POL041369,3.8,C21,A
POL027209,0.9,C2,B2
POL041399,0.5,C14,B2
POL014944,0.1,C10,C1
POL041452,1,C13,B2
POL010561,10,C16,A
POL038436,11,C8,A
POL025976,0.8,C8,B2
POL012667,10.1,C11,A
POL034198,0.8,C8,B1
POL024244,5.8,C3,B2
POL017658,10.6,C5,A
POL033945,3.1,C2,B2
POL014560,10.6,C8,B2
POL033509,9.1,C8,A
POL005278,5.2,C9,C1
POL018912,1.8,C12,A
POL014108,8.8,C1,A
POL043392,11.1,C8,B2
POL045752,2.2,C5,C2
POL058013,10.6,C2,C2
POL021442,12.1,C12,B2
POL003117,12.3,C14,B2
POL046990,12.3,C8,B2
POL047013,0.7,C14,C2
POL044252,0.9,C8,B2
POL016883,2.6,C11,B1
POL052688,4.8,C11,B2
POL017957,0,C8,B1
POL055211,9.8,C9,A
POL039427,1.7,C8,C1
POL026930,12.1,C8,B2
POL008182,0.9,C13,B2
POL024952,3.7,C14,C1
POL021959,11,C13,C2
POL045056,10.3,C8,B2
POL035586,7.5,C8,B2
POL046449,0.7,C10,B2
POL031840,1,C7,A
POL031047,0.9,C3,C2
POL035630,6.2,C5,A
POL010456,7.3,C10,C2
POL033943,8.3,C3,B2
POL003519,7.1,C8,B2
POL019786,0.5,C3,A
POL045835,7.1,C19,C1
POL043525,5.7,C6,A
POL039942,1,C2,B2
POL039264,0.9,C9,C2
POL058497,10.1,C8,C2
POL024080,0.1,C3,A
POL049298,11.2,C2,B2
POL046408,3.9,C1,A
POL057530,0.8,C5,C2
POL030457,8.1,C10,A
POL041510,0.1,C14,B2
POL009579,7.2,C8,B2
POL023596,4.3,C4,C2
